complex_id,gap_bound,gap_unbound,interaction
1A22_A_B,0.02809980000000012,-0.3124350309371948,0.34053483093719494
1A22_A_B,1.9236765999999998,0.18920302391052246,1.7344735760894774
1A22_A_B,-1.9927817200000002,-2.444390833377838,0.45160911337783805
1A22_A_B,0.6403618,0.3245241641998291,0.3158376358001709
1A22_A_B,1.2236753000000002,0.6668657064437868,0.5568095935562134
1A22_A_B,-0.2273101999999998,-2.913025617599488,2.6857154175994884
1A22_A_B,0.3057491,1.4043731689453123,-1.0986240689453122
1A22_A_B,1.9587857,1.033420205116272,0.925365494883728
1A22_A_B,0.8416868999999999,-2.8034489154815674,3.6451358154815674
1A4Y_A_B,-1.2855626999999998,-2.0649789571762085,0.7794162571762089
1A4Y_A_B,-0.9807498000000001,0.13138556480407715,-1.1121353648040773
1A4Y_A_B,1.8259950000000003,0.015971660614013672,1.8100233393859866
1A4Y_A_B,-1.1853037000000002,0.505488514900208,-1.6907922149002081
1AHW_AB_C,0.6720081,-0.6933417320251465,1.3653498320251465
1AHW_AB_C,3.29638857,1.2898324429988859,2.006556127001114
1AK4_A_D,3.69400294,3.8273838907480244,-0.13338095074802472
1AK4_A_D,-0.50430589,-2.4272386133670807,1.9229327233670808
1AO7_ABC_DE,0.2937927,0.24860596656799316,0.045186733432006854
1AO7_ABC_DE,-0.41355509999999995,-0.6412107944488525,0.22765569444885259
1AO7_ABC_DE,-1.7243175,-1.5256189703941345,-0.19869852960586543
1AO7_ABC_DE,-1.1462108299999998,-1.4416271150112152,0.2954162850112153
1AO7_ABC_DE,-0.05379600000000018,-0.17714834213256836,0.12335234213256818
1AO7_ABC_DE,0.12938929999999998,0.09423434734344482,0.03515495265655516
1BD2_ABC_DE,1.0000130999999999,-0.32082700729370095,1.3208401072937008
1BD2_ABC_DE,-1.719538265,-3.375433623790741,1.655895358790741
1BD2_ABC_DE,-3.61193816,-4.772701010107994,1.1607628501079943
1BD2_ABC_DE,-0.8938656,-0.07346248626708984,-0.8204031137329102
1BJ1_HL_VW,1.3847305999999997,0.5928089618682861,0.7919216381317136
1BJ1_HL_VW,0.33445860000000005,-0.18256545066833496,0.517024050668335
1BP3_A_B,-1.1629646,-1.6354799270629883,0.47251532706298827
1BP3_A_B,0.6911209999999999,0.6228384971618652,0.06828250283813464
1BP3_A_B,-0.9376282199999999,-0.45709145069122314,-0.48053676930877676
1BP3_A_B,1.3896929000000002,1.0098521709442139,0.37984072905578636
1BP3_A_B,0.07676670000000008,0.626642227172852,-0.5498755271728519
1BRS_A_D,-0.7640939,-0.4877438545227051,-0.2763500454772949
1BRS_A_D,-2.84926303,-2.8829116821289062,0.03364865212890622
1BRS_A_D,-0.10462189999999993,-0.8404078483581543,0.7357859483581543
