complex_id,hot,ctl,d,pair_gap
1A22_A_B,0.41259552748718265,0.0720606965499877,0.34053483093719494,0.0280998000000001
1A22_A_B,1.562832939993286,-0.1716406360961913,1.7344735760894774,1.9236766
1A22_A_B,0.15693497241622922,0.965677782175903,-0.8087428097596738,-0.22251581
1A22_A_B,0.45704081897277815,0.005431705594940106,0.45160911337783805,-1.99278172
1A22_A_B,0.20329289288635266,-0.11254474291381822,0.3158376358001709,0.6403618
1A22_A_B,-0.03566094785461438,-0.6856975188690189,0.6500365710144045,1.2832005000000002
1A22_A_B,2.000017898730469,0.17672161534118658,1.8232962833892823,-0.5044512999999999
1A22_A_B,1.2079860138641356,2.306610082809448,-1.0986240689453122,0.3057491
1A22_A_B,0.21482204119415282,-0.7105434536895752,0.925365494883728,1.9587857
1A22_A_B,4.515672589508057,0.8705367740264893,3.6451358154815674,0.8416868999999999
1A4Y_A_B,0.608662859387207,-0.3827323789550783,0.9913952383422853,-0.4711224999999999
1A4Y_A_B,0.12528400579833976,-0.1707533977890019,0.29603740358734165,-0.3037334999999999
1A4Y_A_B,-0.21182294205322272,0.5870069982299804,-0.7988299402832031,-1.6877574
1A4Y_A_B,1.6652185585021972,-0.0006032291229058073,1.6658217876251031,-2.421579595
1A4Y_A_B,-1.623771826185608,-0.39602802496643097,-1.227743801219177,-1.4036172
1AHW_AB_C,1.878312140914917,0.5129623088897706,1.3653498320251465,0.6720081
1AHW_AB_C,-0.05566614427574157,-0.16857863794860783,0.11291249367286627,3.02316277
1AK4_A_D,1.9239440528479004,0.0010113294808197087,1.9229327233670808,-0.50430589
1AO7_ABC_DE,0.2141418155151369,0.16895508208313004,0.045186733432006854,0.2937927
1AO7_ABC_DE,0.2760409009399414,0.24047523825408934,0.03556566268585204,-1.67721827
1AO7_ABC_DE,0.784231696734619,2.499954102280273,-1.715722405545654,-2.20844444
1AO7_ABC_DE,1.8123903517883302,-0.02007043624877891,1.832460788037109,1.1487792999999995
1AO7_ABC_DE,0.3220353054611207,0.026619020449905384,0.2954162850112153,-1.1462108299999998
1AO7_ABC_DE,0.10328190588378927,1.2352811842208866,-1.1319992783370973,-3.5439991
1AO7_ABC_DE,0.4901579845680237,0.4550030319114685,0.03515495265655516,0.1293892999999999
1BD2_ABC_DE,0.7525188580413817,-0.5683212492523191,1.3208401072937008,1.0000131
1BD2_ABC_DE,1.668332933505249,0.012437574714508001,1.655895358790741,-1.719538265
1BD2_ABC_DE,-0.6524445693389893,0.16795854439392088,-0.8204031137329102,-0.8938656
1BJ1_HL_VW,0.5915629965057372,2.3179923367431643,-1.7264293402374271,-0.7815963000000001
1BP3_A_B,0.38708564624023456,-0.0854296808227537,0.47251532706298827,-1.1629646
1BP3_A_B,0.2423079467895508,0.7228447160983276,-0.48053676930877676,-0.93762822
1BP3_A_B,0.3761287972900391,-0.003711931765747245,0.37984072905578636,1.3896929000000002
1BP3_A_B,0.230940329467773,0.7808158566406249,-0.5498755271728519,0.0767667
1BRS_A_D,1.3433962094604492,1.6197462549377442,-0.2763500454772949,-0.7640939
1BRS_A_D,2.8051427686645507,0.0810666813140869,2.724076087350464,-0.4972629
1BRS_A_D,1.6296131659902957,0.5735092571166992,1.0561039088735966,0.67493304
