complex_id,ddG,d_bind_local,rsasa,logodds
1TM1_E_I,2.178553575342405,0.798461021107483,0.197940152308081,-3.8110246062278743
1TM1_E_I,4.678871077888728,0.798461021107483,0.197940152308081,-4.662912309169769
1TM1_E_I,2.571243983042388,1.5365413496429443,0.004752785094931,-1.4585071802139282
1TM1_E_I,2.923345689967444,-0.23186036972351065,0.0207752524446374,-0.5088903903961182
1TM1_E_I,3.7543280377436967,1.5365413496429443,0.004752785094931,-4.082391381263733
1TM1_E_I,3.7543280377436967,1.5365413496429443,0.004752785094931,-2.33091139793396
1TM1_E_I,3.0528505202640965,-0.23186036972351065,0.0207752524446374,-0.5088903903961182
1TM1_E_I,2.7465381061972938,-0.23186036972351065,0.0207752524446374,0.0617763996124267
1TM1_E_I,1.2555918089614944,0.16032721615600565,0.2940820405636885,-1.0472919940948486
1TM1_E_I,2.2319054750311067,2.2586766935791016,0.06899965967547,-2.0186342000961304
1TM1_E_I,1.0272076276256512,2.2586766935791016,0.06899965967547,-0.4672528505325322
1TM1_E_I,1.0272076276256512,2.2586766935791016,0.06899965967547,-2.630827069282532
1TM1_E_I,1.0272076276256512,2.2586766935791016,0.06899965967547,-0.4672528505325322
1TM1_E_I,1.0272076276256512,2.2586766935791016,0.06899965967547,-2.630827069282532
1TM1_E_I,1.093073966411642,2.2586766935791016,0.06899965967547,-2.540014386177063
1TM1_E_I,2.9802470590666843,0.798461021107483,0.197940152308081,-3.8110246062278743
1IAR_A_B,1.170849396491051,1.6845550798828128,0.2151275201834253,-1.891890287399292
1IAR_A_B,0.7957418087746722,1.6845550798828128,0.2151275201834253,-0.3297364711761474
1IAR_A_B,3.111435325928161,1.3500572458227538,0.0,-2.412139296531677
1IAR_A_B,0.8353893387033426,0.5122082166015625,0.0817425153598388,-1.336578369140625
1IAR_A_B,1.4610797847390675,0.5757879804626465,0.259631075880804,-0.9790456295013428
1IAR_A_B,-0.5803468159520844,0.8957762283752442,0.0460758318863118,0.621959924697876
1IAR_A_B,0.4266978299790874,1.5016012482574463,0.0332304383006829,-2.1229422092437744
1IAR_A_B,1.2240611170637477,1.5016012482574463,0.0332304383006829,-1.856977939605713
1IAR_A_B,2.8277323554298364,1.7573161394134522,0.1020382758915612,-2.6212074756622314
1IAR_A_B,3.753036463245231,1.7573161394134522,0.1020382758915612,-2.9674723148345943
1IAR_A_B,1.5580959354804609,0.9791374159933471,0.0017970131409653,-3.832977414131165
1IAR_A_B,0.7292019564980542,0.6343158276062013,0.1260762385309333,1.6407480239868164
1IAR_A_B,1.3060211281454808,0.6343158276062013,0.1260762385309333,0.048710823059082
1BRS_A_D,5.378539601288845,-0.9208411936279299,0.0822896322804724,0.0170783996582031
1BRS_A_D,5.243022671913886,1.3433962094604492,0.1845633369240203,-3.195240974426269
1BRS_A_D,5.417599030780119,-0.315313289654541,0.0474059223388834,-1.1552352905273438
1BRS_A_D,6.143043228259542,0.48511341143493647,0.0041086401025254,-0.9521031379699708
1BRS_A_D,3.468989944238368,2.8051427686645507,0.2503665579996342,-3.161266684532165
1BRS_A_D,4.501153137793563,1.6296131659902962,0.0201473758816427,-4.195451378822327
1BRS_A_D,1.6418900904659794,0.6799354231201171,0.0738668005075756,-1.3530688285827632
1BRS_A_D,7.647562908423386,1.2526673014282226,0.0157086734980167,-2.269037365913391
1BRS_A_D,1.856797887314728,-0.166213108543396,0.1786001533011696,-3.2695400714874268
1BRS_A_D,1.3635602050590228,-0.03142261523742729,0.2668907257863038,-1.0232658386230469
1BRS_A_D,4.6332957750031,1.3433962094604492,0.1845633369240203,-3.195240974426269
1BRS_A_D,4.548553362532657,0.48511341143493647,0.0041086401025254,-1.978217601776123
1BRS_A_D,4.548553362532657,0.48511341143493647,0.0041086401025254,1.8204624652862549
1BRS_A_D,4.548553362532657,0.48511341143493647,0.0041086401025254,-1.978217601776123
1BRS_A_D,4.548553362532657,0.48511341143493647,0.0041086401025254,1.8204624652862549
1BRS_A_D,6.817801025295113,0.48511341143493647,0.0041086401025254,-2.9115896224975586
1BRS_A_D,6.909087003491876,0.48511341143493647,0.0041086401025254,-0.9521031379699708
1BRS_A_D,7.662920311640112,0.48511341143493647,0.0041086401025254,-2.420490264892578
1BRS_A_D,4.067813423849841,1.6296131659902962,0.0201473758816427,-4.195451378822327
1BRS_A_D,5.932465628050414,1.2526673014282226,0.0157086734980167,-2.269037365913391
1BRS_A_D,0.8231839389123327,-0.03142261523742729,0.2668907257863038,-1.0232658386230469
1BRS_A_D,5.406840595496996,-0.9208411936279299,0.0822896322804724,0.0170783996582031
1BRS_A_D,5.1813521982825606,1.3433962094604492,0.1845633369240203,-3.195240974426269
1BRS_A_D,-0.3257301101460516,0.5287456454956052,0.3033613552900482,-1.979725360870361
1BRS_A_D,6.251959881841995,0.48511341143493647,0.0041086401025254,-0.9521031379699708
1BRS_A_D,4.585895550264006,-0.9208411936279299,0.0822896322804724,0.0170783996582031
1BRS_A_D,4.888399676782973,1.3433962094604492,0.1845633369240203,-3.195240974426269
1BRS_A_D,0.5146326311661867,0.5287456454956052,0.3033613552900482,-1.979725360870361
1BRS_A_D,6.07364945878315,0.48511341143493647,0.0041086401025254,-0.9521031379699708
1JCK_A_B,1.6541005575500751,0.44887617744445807,0.0940966248242698,-2.210934162139893
1JCK_A_B,1.6418900904659794,0.7651601024291992,0.1337282676026069,-0.9927465915679928
1JCK_A_B,2.594977772908507,1.169265573562622,0.0335295636130664,-3.6320472359657288
1JCK_A_B,2.2319054750311067,2.588778911331787,0.1351742405150126,-3.1355575919151306
1JCK_A_B,0.6763348596794906,-0.4784693310119632,0.0240824953330173,1.779689073562622
1JCK_A_B,2.132978272456777,2.1210355857055663,0.4223995965871954,-0.3207716941833496
1JCK_A_B,1.3227035460462468,0.44887617744445807,0.0940966248242698,-2.210934162139893
1JCK_A_B,2.076536854194484,2.4092346936218263,0.0574328820984803,-5.277989566326141
1JCK_A_B,2.076536854194484,2.4092346936218263,0.0574328820984803,-3.6320472359657288
1JCK_A_B,2.076536854194484,2.4092346936218263,0.0574328820984803,-0.0171914100646972
1JCK_A_B,2.076536854194484,1.169265573562622,0.0335295636130664,-5.277989566326141
1JCK_A_B,2.076536854194484,1.169265573562622,0.0335295636130664,-3.6320472359657288
1JCK_A_B,2.076536854194484,1.169265573562622,0.0335295636130664,-0.0171914100646972
1JCK_A_B,2.076536854194484,0.6213028892791748,0.0346251135385702,-5.277989566326141
1JCK_A_B,2.076536854194484,0.6213028892791748,0.0346251135385702,-3.6320472359657288
1JCK_A_B,2.076536854194484,0.6213028892791748,0.0346251135385702,-0.0171914100646972
1JCK_A_B,1.0154807756544282,0.7651601024291992,0.1337282676026069,-0.9927465915679928
1JCK_A_B,1.9294013485121404,2.588778911331787,0.1351742405150126,-3.1355575919151306
1JCK_A_B,1.7870483433170905,2.1210355857055663,0.4223995965871954,-0.3207716941833496
1GCQ_AB_C,0.7674922553824679,0.48188832445510865,0.0,-2.095948427915573
1GCQ_AB_C,1.352889886236563,1.6981588054833985,0.0491993309345338,-4.69991546869278
1GCQ_AB_C,2.1462863981921214,0.03259961028501511,0.0008343325633274,-4.677567176520824
1GCQ_AB_C,1.3158661640535187,0.303030135582962,0.0626834755213165,-4.965946048498154
